62,92,21,28,588,0.75,350,35
77,76,7,10,70,0.7,41,12.2066
37,45,44,44,1936,1,1482,62.2254
80,33,16,35,560,0.457143,400.5,38.4838
39,107,17,6,102,2.83333,63.5,18.0278
62,92,19,28,532,0.678571,370.5,33.8378
78,86,3,3,9,1,4,4.24264
127,47,3,3,9,1,4,4.24264
36,45,48,44,2112,1.09091,1585.5,65.1153
79,33,16,34,544,0.470588,382,37.5766
40,103,15,8,120,1.875,79,17
61,92,16,27,432,0.592593,312.5,31.3847
78,86,3,3,9,1,4,4.24264
36,44,48,44,2112,1.09091,1573,65.1153
78,33,16,33,528,0.484848,360.5,36.6742
39,111,18,5,90,3.6,62,18.6815
42,100,13,8,104,1.625,66,15.2643
95,93,3,4,12,0.75,6,5
61,91,14,27,378,0.518519,252.5,30.4138
126,47,3,4,12,0.75,6,5
35,44,49,44,2156,1.11364,1629,65.8559
77,32,15,34,510,0.441176,347.5,37.1618
25,110,6,3,18,2,10,6.7082
37,109,20,5,100,4,70,20.6155
39,98,15,7,105,2.14286,69,16.5529
89,93,9,7,63,1.28571,38,11.4018
61,91,11,25,275,0.44,173.5,27.313
126,45,3,6,18,0.5,10,6.7082
34,43,50,46,2300,1.08696,1709.5,67.9412
76,33,15,32,480,0.46875,314,35.3412
31,107,25,6,150,4.16667,101,25.7099
48,95,4,5,20,0.8,11,6.40312
88,92,9,8,72,1.125,41,12.0416
61,91,8,22,176,0.363636,113.5,23.4094
124,46,4,5,20,0.8,11,6.40312
34,42,49,47,2303,1.04255,1703,67.897
75,32,14,31,434,0.451613,288,34.0147
37,105,18,6,108,3,72,18.9737
61,98,6,12,72,0.5,49.5,13.4164
65,91,3,3,9,1,4,4.24264
87,90,10,9,90,1.11111,54,13.4536
122,45,6,6,36,1,20.5,8.48528
34,41,49,48,2352,1.02083,1719.5,68.593
77,39,7,22,154,0.318182,113.5,23.0868
36,104,19,5,95,3.8,61,19.6469
61,93,7,13,91,0.538462,41,14.7648
80,92,17,7,119,2.42857,67.5,18.3848
33,41,49,48,2352,1.02083,1718,68.593
76,37,6,23,138,0.26087,97,23.7697
61,100,4,5,20,0.8,11,6.40312
79,94,14,4,56,3.5,33.5,14.5602
33,40,48,48,2304,1,1691,67.8823
76,37,5,20,100,0.25,65,20.6155
61,99,4,6,24,0.666667,13,7.2111
73,94,12,3,36,4,22,12.3693
76,52,3,5,15,0.6,8,5.83095
32,39,48,49,2352,0.979592,1684,68.593
77,38,3,11,33,0.272727,20,11.4018
58,97,8,7,56,1.14286,32,10.6301
79,93,6,4,24,1.5,12.5,7.2111
32,39,47,48,2256,0.979167,1640.5,67.1789
61,113,4,5,20,0.8,10,6.40312
58,97,7,6,42,1.16667,23.5,9.21954
126,48,3,3,9,1,4,4.24264
32,38,46,49,2254,0.938776,1697,67.2086
57,96,5,6,30,0.833333,15,7.81025
32,37,45,47,2115,0.957447,1599.5,65.0692
54,111,3,3,9,1,4,4.24264
60,109,5,14,70,0.357143,41,14.8661
56,91,6,13,78,0.461538,41,14.3178
32,36,44,47,2068,0.93617,1587.5,64.3817
61,117,4,8,32,0.5,19,8.94427
54,111,3,3,9,1,4,4.24264
60,108,3,6,18,0.5,10,6.7082
56,90,5,12,60,0.416667,37.5,13
32,35,43,46,1978,0.934783,1555.5,62.9682
52,106,4,7,28,0.571429,15,8.06226
55,95,10,31,310,0.322581,190.5,32.573
55,87,4,3,12,1.33333,6,5
32,34,42,46,1932,0.913043,1525,62.2896
43,119,7,5,35,1.4,17,8.60233
51,92,14,34,476,0.411765,308,36.7696
54,85,3,3,9,1,4,4.24264
31,34,43,47,2021,0.914894,1536,63.7024
50,90,15,36,540,0.416667,346,39
63,76,3,3,9,1,4,4.24264
31,33,42,44,1848,0.954545,1440.5,60.8276
46,94,19,31,589,0.612903,367,36.3593
31,32,42,46,1932,0.913043,1461,62.2896
32,93,33,31,1023,1.06452,606,45.2769
31,31,41,47,1927,0.87234,1471,62.3699
27,93,36,30,1080,1.2,677,46.8615
31,31,41,45,1845,0.911111,1418.5,60.8769
26,92,35,29,1015,1.2069,624,45.4533
126,48,3,3,9,1,4,4.24264
31,30,41,45,1845,0.911111,1428.5,60.8769
16,92,42,27,1134,1.55556,607.5,49.93
31,29,41,45,1845,0.911111,1422,60.8769
0,112,7,4,28,1.75,15.5,8.06226
62,98,3,3,9,1,4,4.24264
12,90,45,28,1260,1.60714,673.5,53
120,45,5,5,25,1,14,7.07107
30,29,42,48,2016,0.875,1462.5,63.7809
4,109,7,4,28,1.75,16,8.06226
62,95,3,3,9,1,4,4.24264
14,91,42,24,1008,1.75,550.5,48.3735
120,47,5,3,15,1.66667,8,5.83095
30,28,42,44,1848,0.954545,1386,60.8276
10,91,43,22,946,1.95455,517.5,48.3011
29,27,43,45,1935,0.955556,1414,62.2415
17,103,34,8,272,4.25,187.5,34.9285
47,95,3,3,9,1,4,4.24264
127,32,5,3,15,1.66667,8,5.83095
28,27,43,48,2064,0.895833,1455.5,64.4438
37,101,12,7,84,1.71429,49,13.8924
128,32,3,3,9,1,4,4.24264
27,26,44,45,1980,0.977778,1444.5,62.9365
27,25,44,46,2024,0.956522,1464.5,63.6553
44,93,3,3,9,1,4,4.24264
26,25,45,48,2160,0.9375,1503,65.7951
63,97,3,3,9,1,4,4.24264
129,31,4,3,12,1.33333,6,5
25,24,45,49,2205,0.918367,1527,66.5282
24,23,46,49,2254,0.938776,1536.5,67.2086
122,47,3,3,9,1,4,4.24264
23,23,47,45,2115,1.04444,1504.5,65.0692
60,100,3,5,15,0.6,8,5.83095
59,89,3,5,15,0.6,8,5.83095
22,22,47,43,2021,1.09302,1462,63.7024
59,97,6,8,48,0.75,28,10
58,87,4,5,20,0.8,10.5,6.40312
128,31,4,3,12,1.33333,6,5
21,21,48,43,2064,1.11628,1494.5,64.4438
47,103,3,3,9,1,4,4.24264
58,95,7,10,70,0.7,44.5,12.2066
58,86,3,6,18,0.5,10,6.7082
122,46,3,3,9,1,4,4.24264
20,21,49,44,2156,1.11364,1545,65.8559
58,96,7,9,63,0.777778,40.5,11.4018
19,20,50,48,2400,1.04167,1595.5,69.3109
42,101,8,4,32,2,19,8.94427
57,95,9,11,99,0.818182,61.5,14.2127
58,89,3,3,9,1,4,4.24264
120,46,3,3,9,1,4,4.24264
19,19,49,48,2352,1.02083,1583,68.593
40,100,6,3,18,2,10,6.7082
53,94,13,12,156,1.08333,98.5,17.6918
58,88,3,4,12,0.75,6,5
128,31,3,3,9,1,4,4.24264
17,18,50,50,2500,1,1595.5,70.7107
49,93,17,13,221,1.30769,139.5,21.4009
58,86,3,3,9,1,4,4.24264
16,17,50,50,2500,1,1598.5,70.7107
47,91,19,14,266,1.35714,182.5,23.6008
58,85,3,3,9,1,4,4.24264
16,17,49,49,2401,1,1575.5,69.2965
44,90,22,13,286,1.69231,188.5,25.5539
58,54,7,10,70,0.7,32,12.2066
15,16,46,42,1932,1.09524,1387.5,62.2896
55,89,10,10,100,1,63,14.1421
60,54,3,3,9,1,4,4.24264
15,16,46,42,1932,1.09524,1385.5,62.2896
55,87,10,10,100,1,60,14.1421
15,15,45,42,1890,1.07143,1349,61.5549
54,86,9,9,81,1,51,12.7279
121,44,4,4,16,1,8,5.65685
14,15,45,42,1890,1.07143,1361,61.5549
44,90,3,3,9,1,4,4.24264
53,85,9,11,99,0.818182,66.5,14.2127
120,45,4,4,16,1,8,5.65685
14,14,44,42,1848,1.04762,1343,60.8276
44,89,3,4,12,0.75,6,5
53,83,7,10,70,0.7,38,12.2066
120,45,3,3,9,1,4,4.24264
15,13,43,42,1806,1.02381,1319.5,60.1082
44,89,3,3,9,1,4,4.24264
53,85,5,6,30,0.833333,17,7.81025
119,46,3,3,9,1,4,4.24264
14,13,43,41,1763,1.04878,1320,59.4138
53,83,4,5,20,0.8,10,6.40312
14,12,43,42,1806,1.02381,1298,60.1082
14,12,43,41,1763,1.04878,1273.5,59.4138
14,11,43,42,1806,1.02381,1312.5,60.1082
14,11,43,41,1763,1.04878,1302.5,59.4138
14,10,43,42,1806,1.02381,1303,60.1082
14,11,43,40,1720,1.075,1282.5,58.7282
14,10,43,40,1720,1.075,1258,58.7282
119,46,3,3,9,1,4,4.24264
14,10,43,39,1677,1.10256,1236.5,58.0517
120,46,3,3,9,1,4,4.24264
14,9,43,40,1720,1.075,1225,58.7282
116,45,7,4,28,1.75,14,8.06226
14,9,43,39,1677,1.10256,1189.5,58.0517
14,8,42,38,1596,1.10526,1174.5,56.6392
44,89,3,3,9,1,4,4.24264
117,45,3,3,9,1,4,4.24264
15,7,41,39,1599,1.05128,1181,56.5862
44,89,3,3,9,1,4,4.24264
15,6,41,38,1558,1.07895,1149,55.9017
43,85,3,3,9,1,4,4.24264
15,6,39,37,1443,1.05405,1094,53.7587
15,5,40,37,1480,1.08108,1072,54.4885
15,5,40,37,1480,1.08108,1051,54.4885
15,4,39,37,1443,1.05405,1027,53.7587
15,4,38,36,1368,1.05556,1023.5,52.345
14,3,39,37,1443,1.05405,1043.5,53.7587
14,3,39,37,1443,1.05405,1028,53.7587
13,2,39,37,1443,1.05405,1016.5,53.7587
12,2,40,37,1480,1.08108,1022.5,54.4885
12,3,39,36,1404,1.08333,990.5,53.0754
117,45,3,3,9,1,4,4.24264
11,0,41,38,1558,1.07895,1042,55.9017
10,2,41,36,1476,1.13889,994.5,54.5619
10,0,40,37,1480,1.08108,992.5,54.4885
9,0,39,37,1443,1.05405,973.5,53.7587
9,0,38,33,1254,1.15152,864.5,50.3289
8,8,8,13,104,0.615385,65,15.2643
27,5,21,31,651,0.677419,400,37.4433
19,4,7,9,63,0.777778,43,11.4018
25,0,3,2,6,1.5,2,3.60555
19,8,5,4,20,1.25,10,6.40312
7,8,8,11,88,0.727273,57,13.6015
26,5,20,27,540,0.740741,347,33.6006
23,0,6,3,18,2,8.5,6.7082
19,8,3,3,9,1,4,4.24264
6,8,8,8,64,1,39,11.3137
24,4,24,31,744,0.774194,444.5,39.2046
43,33,10,6,60,1.66667,33,11.6619
7,8,3,3,9,1,4,4.24264
23,3,23,29,667,0.793103,405,37.0135
25,0,3,2,6,1.5,2,3.60555
41,34,11,7,77,1.57143,43.5,13.0384
25,4,20,27,540,0.740741,332.5,33.6006
39,33,14,9,126,1.55556,68,16.6433
23,3,20,28,560,0.714286,382.5,34.4093
37,34,15,9,135,1.66667,81.5,17.4929
22,2,20,29,580,0.689655,343,35.2278
34,35,17,10,170,1.7,98,19.7231
122,27,3,3,9,1,4,4.24264
21,2,19,29,551,0.655172,356,34.6699
32,36,17,10,170,1.7,100,19.7231
20,2,19,29,551,0.655172,338,34.6699
30,37,18,9,162,2,103,20.1246
122,29,3,3,9,1,4,4.24264
21,2,16,28,448,0.571429,301,32.249
28,38,18,8,144,2.25,98.5,19.6977
127,29,3,4,12,0.75,6,5
19,2,17,28,476,0.607143,323.5,32.7567
28,38,16,8,128,2,87,17.8885
123,29,7,4,28,1.75,16,8.06226
17,0,17,30,510,0.566667,326.5,34.4819
27,38,16,8,128,2,81.5,17.8885
18,0,15,28,420,0.535714,236,31.7648
26,37,16,9,144,1.77778,88.5,18.3576
124,29,3,4,12,0.75,6,5
17,0,15,28,420,0.535714,267.5,31.7648
25,37,16,8,128,2,80.5,17.8885
124,30,3,3,9,1,4,4.24264
15,0,16,28,448,0.571429,281,32.249
118,46,3,3,9,1,4,4.24264
121,39,3,3,9,1,4,4.24264
26,38,14,7,98,2,55.5,15.6525
14,0,16,28,448,0.571429,254,32.249
119,46,3,3,9,1,4,4.24264
32,40,5,5,25,1,14,7.07107
125,29,3,4,12,0.75,6,5
16,0,13,28,364,0.464286,215.5,30.8707
119,39,6,10,60,0.6,28.5,11.6619
32,36,5,8,40,0.625,23.5,9.43398
125,28,3,3,9,1,4,4.24264
14,0,15,28,420,0.535714,234,31.7648
120,41,5,8,40,0.625,21.5,9.43398
31,38,6,6,36,1,19.5,8.48528
126,30,3,3,9,1,4,4.24264
16,11,11,14,154,0.785714,82.5,17.8045
19,0,3,5,15,0.6,8,5.83095
121,36,5,13,65,0.384615,37.5,13.9284
27,35,13,8,104,1.625,60.5,15.2643
126,28,7,4,28,1.75,16,8.06226
15,0,13,28,364,0.464286,232.5,30.8707
118,39,9,10,90,0.9,48.5,13.4536
26,35,12,8,96,1.5,58.5,14.4222
127,30,3,3,9,1,4,4.24264
16,0,10,28,280,0.357143,148,29.7321
116,39,12,10,120,1.2,70,15.6205
32,38,6,4,24,1.5,14,7.2111
26,38,3,3,9,1,4,4.24264
127,29,3,3,9,1,4,4.24264
12,8,3,3,9,1,4,4.24264
15,7,12,21,252,0.571429,153.5,24.1868
14,0,6,4,24,1.5,15,7.2111
116,41,12,8,96,1.5,59,14.4222
34,34,4,8,32,0.5,16,8.94427
15,17,11,11,121,1,66.5,15.5563
12,6,13,9,117,1.44444,59,15.8114
117,43,11,6,66,1.83333,43.5,12.53
33,37,6,4,24,1.5,13.5,7.2111
128,30,3,3,9,1,4,4.24264
118,29,3,3,9,1,4,4.24264
14,17,10,11,110,0.909091,68,14.8661
14,12,3,3,9,1,4,4.24264
16,0,7,10,70,0.7,37.5,12.2066
118,44,11,5,55,2.2,33,12.083
36,38,3,3,9,1,4,4.24264
14,17,11,11,121,1,72.5,15.5563
13,12,3,3,9,1,4,4.24264
15,0,4,10,40,0.4,21,10.7703
122,46,3,3,9,1,4,4.24264
116,42,3,3,9,1,4,4.24264
33,34,7,5,35,1.4,18,8.60233
13,17,12,11,132,1.09091,81.5,16.2788
14,0,4,5,20,0.8,10.5,6.40312
119,44,3,3,9,1,4,4.24264
31,34,9,6,54,1.5,34,10.8167
12,17,12,11,132,1.09091,81.5,16.2788
14,2,5,4,20,1.25,10,6.40312
120,44,6,5,30,1.2,14,7.81025
31,34,8,6,48,1.33333,28,10
16,18,7,10,70,0.7,42.5,12.2066
30,34,8,7,56,1.14286,35.5,10.6301
15,18,8,10,80,0.8,45.5,12.8062
15,3,3,3,9,1,4,4.24264
28,36,9,6,54,1.5,33.5,10.8167
14,22,8,6,48,1.33333,26.5,10
10,18,3,3,9,1,4,4.24264
121,44,3,3,9,1,4,4.24264
